Input Business Name,Input Phone,Input Address,API Name,API Phone,API Address,Name Match,Address Match,Phone Match,Name Similarity,Address Similarity,Phone Similarity,Overall NAP Status
West Park testpractic Ctr.,+1 732-661-0330,USA,,,,No,No,No,0.0,0.0,0.0,FAIL - No results found
Home Care testpractic,+1 732-583-0600,USA,,,,No,No,No,0.0,0.0,0.0,FAIL - No results found
Dj Test@ Profissional,+55 11 97124-4109,"Travessa dos Pontífices, 35, Jardim Nossa Senhora Aparecida, USA",Dj Test@ Profissional,(11) 97124-4109,"Tv. dos Pontífices, 35 - Jardim Nossa Sra. Aparecida, Francisco Morato - SP, 07936-050, Brazil",Yes,No,Yes,1.0,0.69,1.0,PARTIAL - Name & Phone match (Address different)
Armadi Closets | Custom Closets,+1 305-466-1101,"2657 NE 189th Terrace, Aventura, USA",Armadi Closets Custom Closets,(305) 466-1101,"2657 NE 189th Terrace, Aventura, FL 33180, USA",Yes,Yes,Yes,1.0,0.883,1.0,SUCCESS - All NAP data matches
Eden Charitable Trust,+91 44 2247 1777,"Spring Field No: B1 5/478 D Dr. Ambedkar Street, Road, Chennai, USA",Eden Charitable Trust,044 2247 1777,"Spring Field No: B1 5/478 D Dr. Ambedkar Street, Road, Nanmangalam, Medavakkam, Chennai, Tamil Nadu 600129, India",Yes,No,Yes,1.0,0.731,1.0,PARTIAL - Name & Phone match (Address different)
HomeQuarter Coffeehouse & Bakery,+1 306-975-2010,"405 Avenue B South #110, Saskatoon, USA",HomeQuarter Coffeehouse & Bakery,(306) 975-2010,"405 Avenue B S #110, Saskatoon, SK S7M 5N3, Canada",Yes,No,Yes,1.0,0.756,1.0,PARTIAL - Name & Phone match (Address different)
Braeden's Test - Do Not Touch or Delete,3062279834,"1 Aspen St, Humboldt, USA",,,,No,No,No,0.0,0.0,0.0,FAIL - No results found
Lockwood Distilling Company,nan,"dcasd, USA",Lockwood Distilling Company - Richardson,(469) 399-1599,"506 Lockwood Dr suite a, Richardson, TX 75080, USA",Yes,No,No,0.831,0.5,0.0,PARTIAL - Only Name matches
John D Wood Country House Department,nan,"59 Cadogan Street, USA",John D Wood & Co. Estate Agents Cadogan Street,020 3151 4149,"59 Cadogan St, London SW3 2QJ, UK",No,No,No,0.532,0.577,0.0,FAIL - Significant NAP inconsistencies
Pique,nan,"130 4th Ave N, Saskatoon, USA",,,,No,No,No,0.0,0.0,0.0,FAIL - No results found
"Zaitoon Restaurant, Salwa Road",+974 4414 7676,"Al Muntazah, Doha, USA","Zaitoon Restaurant, Salwa Road",4414 7676,"Al Muntazah, Doha, Qatar",Yes,Yes,Yes,1.0,0.857,0.9,SUCCESS - All NAP data matches
Test company 3,nan,USA,"Company 3, Expo",(310) 255-6600,"3401 Exposition Blvd, Santa Monica, CA 90404, USA",No,Yes,No,0.643,1.0,0.0,FAIL - Significant NAP inconsistencies
New York Chiropractic Life Center,+1 732-462-0049,"91 Central Park W, New York, USA",New York Chiropractic Life Center / Disc Center of America NYC,(212) 580-3350,"91 Central Prk W, New York, NY 10023, USA",Yes,Yes,No,0.71,0.853,0.0,SUCCESS - Name & Address match (Phone missing/different)
Aura Chiropractic,+1 732-704-3459,"1148 N Irving St, Arlington, USA",Aura Chiropractic,(703) 544-0055,"1148 N Irving St, Arlington, VA 22201, USA",Yes,Yes,No,1.0,0.87,0.0,SUCCESS - Name & Address match (Phone missing/different)
Mind Over Matter Chiropractic & Wellness,+1 201-250-6126,"38 Main St, High Bridge, USA",Mind Over Matter Chiropractic & Wellness,(908) 617-5052,"38 Main St, High Bridge, NJ 08829, USA",Yes,Yes,No,1.0,0.852,0.0,SUCCESS - Name & Address match (Phone missing/different)
Paul B. Goldstein  DC,+1 732-280-1800,"495 Union Ave #1b, Middlesex, USA","Paul B. Goldstein, DC",(732) 271-0400,"495 Union Ave #1b, Middlesex, NJ 08846, USA",Yes,Yes,No,1.0,0.87,0.0,SUCCESS - Name & Address match (Phone missing/different)
Association of NJ Chiropractors,+1 201-250-6124,"77 Brant Ave #210, Clark, USA",Association of NJ Chiropractors,(908) 722-5678,"77 Brant Ave #210, Clark, NJ 07066, USA",Yes,Yes,No,1.0,0.852,0.0,SUCCESS - Name & Address match (Phone missing/different)
Optimize Spine & Wellness,+1 908-754-6888,"65 Mountain Blvd Ste 202-204, Warren, USA",Optimize Spine & Wellness,(732) 377-9141,"65 Mountain Blvd Ste 202-204, Warren, NJ 07059, USA",Yes,Yes,No,1.0,0.897,0.0,SUCCESS - Name & Address match (Phone missing/different)
Atlas Chiropractic Wellness Center,+1 201-250-6122,"106 Center St, Garwood, USA",Atlas Chiropractic Wellness Center,(201) 250-6122,"106 Center St, Garwood, NJ 07027, USA",Yes,Yes,Yes,1.0,0.847,1.0,SUCCESS - All NAP data matches
Back to Health Chiropractic & Wellness Center,+1 609-278-2566,"506 Hamburg Tpke #202, Wayne, USA",Back to Health Chiropractic & Wellness Center,(973) 595-1809,"506 Hamburg Tpke #202, Wayne, NJ 07470, USA",Yes,Yes,No,1.0,1.0,0.0,SUCCESS - Name & Address match (Phone missing/different)
Integrative Chiropractic Center,+1 908-272-4011,"3322 US-22 #1106, Branchburg, USA",Integrative Chiropractic Center,(908) 722-2274,"3322 US-22 #1106, Branchburg, NJ 08876, USA",Yes,Yes,No,1.0,0.87,0.0,SUCCESS - Name & Address match (Phone missing/different)
Time For A Bagel,+1 973-984-5885,"680 Speedwell Avenue, Morris Plains, USA",Time For A Bagel,(973) 984-5885,"680 Speedwell Ave, Morris Plains, NJ 07950, USA",Yes,Yes,Yes,1.0,0.854,1.0,SUCCESS - All NAP data matches
Los Angeles International Airport,(855) 463-5252,"1 World Wy, Los Angeles, USA",Los Angeles International Airport,(855) 463-5252,"1 World Wy, Los Angeles, CA 90045, USA",Yes,Yes,Yes,1.0,0.852,1.0,SUCCESS - All NAP data matches
John D Wood & Co. Estate Agents Battersea,+44 20 3151 4251,"501 Battersea Park Road, London, USA",John D Wood & Co. Estate Agents Battersea,020 3151 4251,"501 Battersea Park Rd, London SW11 4LW, UK",Yes,No,Yes,1.0,0.811,1.0,PARTIAL - Name & Phone match (Address different)
Green Trends Unisex Hair & Style Salon,+91 70223 96817,"9th Main Road No. 172 First Floor, Bengaluru, USA",Green Trends Unisex Hair & Style Salon,070223 96817,"First Floor, No. 172, 9th Main Rd, Sector 7, HSR Layout, Bengaluru, Karnataka 560102, India",Yes,No,Yes,1.0,0.667,1.0,PARTIAL - Name & Phone match (Address different)
John D Wood & Co. Estate Agents South Kensington,+44 20 3151 9474,"125 Gloucester Road, London, USA",John D Wood & Co. Estate Agents South Kensington,020 3151 9474,"125 Gloucester Rd, South Kensington, London SW7 4TE, UK",Yes,No,Yes,1.0,0.634,1.0,PARTIAL - Name & Phone match (Address different)
John D Wood & Co. Estate Agents Southfields,+44 20 3151 4310,"21 Replingham Road, London, USA",John D Wood & Co. Estate Agents Southfields,020 3151 4310,"21 Replingham Rd, London SW18 5LT, UK",Yes,No,Yes,1.0,0.781,1.0,PARTIAL - Name & Phone match (Address different)
John D Wood & Co. Estate Agents Kensington,+44 20 3151 9448,"162 Kensington Church Street, London, USA",John D Wood & Co. Estate Agents South Kensington,020 3151 9474,"125 Gloucester Rd, South Kensington, London SW7 4TE, UK",Yes,No,No,0.929,0.484,0.0,PARTIAL - Only Name matches
John D Wood & Co. Estate Agents Oxford,+44 1865 575039,"235 Banbury Road, Oxford, USA",John D Wood & Co. Estate Agents Oxford,01865 575039,"235 Banbury Rd, Summertown, Oxford OX2 7HN, UK",Yes,No,Yes,1.0,0.657,1.0,PARTIAL - Name & Phone match (Address different)
John D Wood & Co. Letting Agents Chelsea,+44 20 3369 1373,"296 King's Road, London, USA",John D Wood & Co. Estate Agents Chelsea Green,020 3369 1343,"9, 11 Cale St, London SW3 3QS, UK",Yes,No,No,0.835,0.464,0.0,PARTIAL - Only Name matches
ONYX Air Lounge & Kitchen,+91 80503 01111,"MG Road Kayarmanj, Mangaluru, USA",ONYX Air Lounge & Kitchen,080503 01111,"Kayarmanj, MG Rd, Ballalbagh, Kodailbail, Mangaluru, Karnataka 575003, India",Yes,No,Yes,1.0,0.416,1.0,PARTIAL - Name & Phone match (Address different)
Real Title Agency,nan,USA,The Real Title,(786) 400-2539,"5966 S Dixie Hwy, Miami, FL 33143, USA",No,Yes,No,0.645,1.0,0.0,FAIL - Significant NAP inconsistencies
A2B Indian Veg Restaurant - Illinois,+1 630-791-8800,"28244 Diehl Road, Warrenville, USA",A2B Indian Veg Restaurant - Illinois,(630) 791-8800,"28244 Diehl Rd, Warrenville, IL 60555, USA",Yes,Yes,Yes,1.0,0.845,1.0,SUCCESS - All NAP data matches
Advanced Chiropractic Center of Woodbridge  INC,+1 732-634-5155,"415 Avenel St, Avenel, USA","Advanced Chiropractic Center of Woodbridge, INC",(732) 634-5155,"415 Avenel St, Avenel, NJ 07001, USA",Yes,Yes,Yes,1.0,0.842,1.0,SUCCESS - All NAP data matches
Atlas Gentle Effective testpractic LLC,+1 732-462-6686,USA,Atlas Gentle Effective Chiropractic LLC,(732) 462-6686,"124 W Main St, Freehold, NJ 07728, USA",Yes,Yes,Yes,0.883,1.0,1.0,SUCCESS - All NAP data matches
Total Life testpractic & Wellness,+1 609-161-4252,USA,,,,No,No,No,0.0,0.0,0.0,FAIL - No results found
Dr. Debra Maibach - testpractor,+1 908-547-0729,USA,Dr. Debra Maibach - Chiropractor,(908) 903-0111,"1390 Valley Rd #1C, Stirling, NJ 07980, USA",Yes,Yes,No,0.842,1.0,0.0,SUCCESS - Name & Address match (Phone missing/different)
testPlus Wellness Center,+1 908-272-4008,USA,HealthPlus Diagnostic & Wellness Center,(281) 888-7458,"4102 Richmond Ave. Ste C, Houston, TX 77027, USA",No,Yes,No,0.689,1.0,0.0,FAIL - Significant NAP inconsistencies
Healthwave testpractic,+1 732-583-0600,USA,Healthwaves Corporation Wellness Team,(480) 968-1886,"1615 W University Dr Suite #137, Tempe, AZ 85281, USA",No,Yes,No,0.475,1.0,0.0,FAIL - Significant NAP inconsistencies
NJBack testpractic Center,+1 908-272-4009,USA,NJBack Chiropractic Center,(973) 874-9777,"47 Hamburg Turnpike, Riverdale, NJ 07457, USA",Yes,Yes,No,0.824,1.0,0.0,SUCCESS - Name & Address match (Phone missing/different)
About You testpractic,+1 732-583-0600,USA,"Veranda Race for TNPSC, Bank, SSC & RRB Exam Coaching Institute in Chennai",090433 03030,"808, Anna Salai, CIT Nagar West, CIT Nagar, Chennai, Tamil Nadu 600035, India",No,No,No,0.176,0.054,0.0,FAIL - Significant NAP inconsistencies
Catalyst & Quill,9342167687,"Navalur Road, Navalur, USA",,,,No,No,No,0.0,0.0,0.0,FAIL - No results found
McDonald's,3069558660,"2225 22 St W, Saskatoon, USA",McDonald's,(306) 955-8660,"2225 22 St W, Saskatoon, SK S7M 0V5, Canada",Yes,No,Yes,1.0,0.758,1.0,PARTIAL - Name & Phone match (Address different)
"Astute Management Solutions, LLC",7727136597,"640 24th Pl SW, Vero Beach, USA",,,,No,No,No,0.0,0.0,0.0,FAIL - No results found
The test Studio,+1 732-634-5155,USA,NA,(657) 565-1007,"14761 Franklin Ave # E, Tustin, CA 92780, USA",No,Yes,No,0.0,1.0,0.0,FAIL - Significant NAP inconsistencies
Ishitani Health Center,+1 732-534-3866,"1600 Parker Ave, Fort Lee, USA",Ishitani Health Center,(201) 302-9993,"1600 Parker Ave, Fort Lee, NJ 07024, USA",Yes,Yes,No,1.0,1.0,0.0,SUCCESS - Name & Address match (Phone missing/different)
Dreicer Chiropractic and Wellness Center,+1 732-574-2226,"711 Sycamore Ave, Red Bank, USA",Dreicer Chiropractic and Wellness Center,(732) 758-9666,"711 Sycamore Ave, Red Bank, NJ 07701, USA",Yes,Yes,No,1.0,1.0,0.0,SUCCESS - Name & Address match (Phone missing/different)
Healthwave Chiropractic,+1 732-583-0600,"Boro, Point Pleasant, USA",Healthwave Chiropractic,(732) 714-9283,"Boro, 2911 NJ-88 STE 5, Point Pleasant, NJ 08742, USA",Yes,Yes,No,1.0,1.0,0.0,SUCCESS - Name & Address match (Phone missing/different)
ChiroPlus Wellness Center,+1 908-272-4008,"3883 County Rd 516, Old Bridge, USA",ChiroPlus Wellness Center,(732) 290-8950,"3883 County Rd 516, Old Bridge, NJ 08857, USA",Yes,Yes,No,1.0,0.88,0.0,SUCCESS - Name & Address match (Phone missing/different)
Salutogenesis Chiropractic,+1 732-462-6690,"135 Main St #101, Madison, USA",,,,No,No,No,0.0,0.0,0.0,FAIL - No results found
Murray Chiropractic,+1 732-574-2229,"10 Anderson Rd, Clinton, USA",John G. Murray Jr. Chiropractic,(908) 638-4144,"10 Anderson Rd, Clinton, NJ 08809, USA",No,Yes,No,0.792,0.852,0.0,FAIL - Significant NAP inconsistencies
Upper Cervical Chiropractic New Jersey,+1 732-280-1800,"101 Union Ave, Middlesex, USA",Upper Cervical Chiropractic New Jersey,(732) 314-1580,"101 Union Ave, Middlesex, NJ 08846, USA",Yes,Yes,No,1.0,1.0,0.0,SUCCESS - Name & Address match (Phone missing/different)
Affordable Chiropractic,+1 908-754-6888,"736 Mountain Blvd, Watchung, USA",Affordable Chiropractic,(908) 754-6888,"736 Mountain Blvd, Watchung, NJ 07069, USA",Yes,Yes,Yes,1.0,1.0,1.0,SUCCESS - All NAP data matches
City Perks Coffeehouse,nan,USA,City Perks Coffeehouse,(306) 664-2060,"801 7 Ave N, Saskatoon, SK S7K 2V5, Canada",Yes,No,No,1.0,0.095,0.0,PARTIAL - Only Name matches
